id,department,program,semester,section
S_CS_BS_06A002,CS,BS,6,6A
S_CS_BS_06A003,CS,BS,6,6A
S_CS_BS_06A004,CS,BS,6,6A
S_CS_BS_06A005,CS,BS,6,6A
S_CS_BS_06A006,CS,BS,6,6A
S_CS_BS_06A007,CS,BS,6,6A
S_CS_BS_06A008,CS,BS,6,6A
S_CS_BS_06A009,CS,BS,6,6A
S_CS_BS_06A010,CS,BS,6,6A
S_CS_BS_06A011,CS,BS,6,6A
S_CS_BS_06A012,CS,BS,6,6A
S_CS_BS_06A013,CS,BS,6,6A
S_CS_BS_06A014,CS,BS,6,6A
S_CS_BS_06A015,CS,BS,6,6A
S_CS_BS_06A016,CS,BS,6,6A
S_CS_BS_06A017,CS,BS,6,6A
S_CS_BS_06A018,CS,BS,6,6A
S_CS_BS_06A019,CS,BS,6,6A
S_CS_BS_06A020,CS,BS,6,6A
S_CS_BS_06A021,CS,BS,6,6A
S_CS_BS_06A022,CS,BS,6,6A
S_CS_BS_06A023,CS,BS,6,6A
S_CS_BS_06A024,CS,BS,6,6A
S_CS_BS_06A025,CS,BS,6,6A
S_CS_BS_06A026,CS,BS,6,6A
S_CS_BS_06A027,CS,BS,6,6A
S_CS_BS_06A028,CS,BS,6,6A
S_CS_BS_06A029,CS,BS,6,6A
S_CS_BS_06A030,CS,BS,6,6A
S_CS_BS_06A031,CS,BS,6,6A
S_CS_BS_06A032,CS,BS,6,6A
S_CS_BS_06A033,CS,BS,6,6A
S_CS_BS_06A034,CS,BS,6,6A
S_CS_BS_06A035,CS,BS,6,6A
S_CS_BS_06A036,CS,BS,6,6A
S_CS_BS_06A037,CS,BS,6,6A
S_CS_BS_06A038,CS,BS,6,6A
S_CS_BS_06A039,CS,BS,6,6A
S_CS_BS_06A040,CS,BS,6,6A
S_CS_BS_06A041,CS,BS,6,6A
S_CS_BS_06A042,CS,BS,6,6A
S_CS_BS_06B001,CS,BS,6,6B
S_CS_BS_06B002,CS,BS,6,6B
S_CS_BS_06B003,CS,BS,6,6B
S_CS_BS_06B004,CS,BS,6,6B
S_CS_BS_06B005,CS,BS,6,6B
S_CS_BS_06B006,CS,BS,6,6B
S_CS_BS_06B007,CS,BS,6,6B
S_CS_BS_06B008,CS,BS,6,6B
S_CS_BS_06B009,CS,BS,6,6B
S_CS_BS_06B010,CS,BS,6,6B
S_CS_BS_06B011,CS,BS,6,6B
S_CS_BS_06B012,CS,BS,6,6B
S_CS_BS_06B013,CS,BS,6,6B
S_CS_BS_06B014,CS,BS,6,6B
S_CS_BS_06B015,CS,BS,6,6B
S_CS_BS_06B016,CS,BS,6,6B
S_CS_BS_06B017,CS,BS,6,6B
S_CS_BS_06B018,CS,BS,6,6B
S_CS_BS_06B019,CS,BS,6,6B
S_CS_BS_06B020,CS,BS,6,6B
S_CS_BS_06B021,CS,BS,6,6B
S_CS_BS_06B022,CS,BS,6,6B
S_CS_BS_06B023,CS,BS,6,6B
S_CS_BS_06B024,CS,BS,6,6B
S_CS_BS_06B025,CS,BS,6,6B
S_CS_BS_06B026,CS,BS,6,6B
S_CS_BS_06B027,CS,BS,6,6B
S_CS_BS_06B028,CS,BS,6,6B
S_CS_BS_06B029,CS,BS,6,6B
S_CS_BS_06B030,CS,BS,6,6B
S_CS_BS_06B031,CS,BS,6,6B
S_CS_BS_06B032,CS,BS,6,6B
S_CS_BS_06B033,CS,BS,6,6B
S_CS_BS_06B034,CS,BS,6,6B
S_CS_BS_06B035,CS,BS,6,6B
S_CS_BS_06B036,CS,BS,6,6B
S_CS_BS_06B037,CS,BS,6,6B
S_CS_BS_06B038,CS,BS,6,6B
S_CS_BS_06C001,CS,BS,6,6C
S_CS_BS_06C002,CS,BS,6,6C
S_CS_BS_06C003,CS,BS,6,6C
S_CS_BS_06C004,CS,BS,6,6C
S_CS_BS_06C005,CS,BS,6,6C
S_CS_BS_06C006,CS,BS,6,6C
S_CS_BS_06C007,CS,BS,6,6C
S_CS_BS_06C008,CS,BS,6,6C
S_CS_BS_06C009,CS,BS,6,6C
S_CS_BS_06C010,CS,BS,6,6C
S_CS_BS_06C011,CS,BS,6,6C
S_CS_BS_06C012,CS,BS,6,6C
S_CS_BS_06C013,CS,BS,6,6C
S_CS_BS_06C014,CS,BS,6,6C
S_CS_BS_06C015,CS,BS,6,6C
S_CS_BS_06C016,CS,BS,6,6C
S_CS_BS_06C017,CS,BS,6,6C
S_CS_BS_06C018,CS,BS,6,6C
S_CS_BS_06C019,CS,BS,6,6C
S_CS_BS_06C020,CS,BS,6,6C
S_CS_BS_06C021,CS,BS,6,6C
S_CS_BS_06C022,CS,BS,6,6C
S_CS_BS_06C023,CS,BS,6,6C
S_CS_BS_06C024,CS,BS,6,6C
S_CS_BS_06C025,CS,BS,6,6C
S_CS_BS_06C026,CS,BS,6,6C
S_CS_BS_06C027,CS,BS,6,6C
S_CS_BS_06C028,CS,BS,6,6C
S_CS_BS_06C029,CS,BS,6,6C
S_CS_BS_06C030,CS,BS,6,6C
S_CS_BS_06C031,CS,BS,6,6C
S_CS_BS_06C032,CS,BS,6,6C
S_CS_BS_06C033,CS,BS,6,6C
S_CS_BS_06C034,CS,BS,6,6C
S_CS_BS_06C035,CS,BS,6,6C
S_CS_BS_06C036,CS,BS,6,6C
S_CS_BS_06C037,CS,BS,6,6C
S_CS_BS_06C038,CS,BS,6,6C
S_CS_BS_06C039,CS,BS,6,6C
S_CS_BS_06C040,CS,BS,6,6C
S_CS_BS_06C041,CS,BS,6,6C
S_CS_BS_06C042,CS,BS,6,6C
S_CS_BS_06C043,CS,BS,6,6C
S_CS_BS_06C044,CS,BS,6,6C
S_CS_BS_06C045,CS,BS,6,6C
S_CS_BS_06C046,CS,BS,6,6C
S_CS_BS_07A001,CS,BS,7,7A
S_CS_BS_07A002,CS,BS,7,7A
S_CS_BS_07A003,CS,BS,7,7A
S_CS_BS_07A004,CS,BS,7,7A
S_CS_BS_07A005,CS,BS,7,7A
S_CS_BS_07A006,CS,BS,7,7A
S_CS_BS_07A007,CS,BS,7,7A
S_CS_BS_07A008,CS,BS,7,7A
S_CS_BS_07A009,CS,BS,7,7A
S_CS_BS_07A010,CS,BS,7,7A
S_CS_BS_07A011,CS,BS,7,7A
S_CS_BS_07A012,CS,BS,7,7A
S_CS_BS_07A013,CS,BS,7,7A
S_CS_BS_07A014,CS,BS,7,7A
S_CS_BS_07A015,CS,BS,7,7A
S_CS_BS_07A016,CS,BS,7,7A
S_CS_BS_07A017,CS,BS,7,7A
S_CS_BS_07A018,CS,BS,7,7A
S_CS_BS_07A019,CS,BS,7,7A
S_CS_BS_07A020,CS,BS,7,7A
S_CS_BS_07A021,CS,BS,7,7A
S_CS_BS_07A022,CS,BS,7,7A
S_CS_BS_07A023,CS,BS,7,7A
S_CS_BS_07A024,CS,BS,7,7A
S_CS_BS_07A025,CS,BS,7,7A
S_CS_BS_07A026,CS,BS,7,7A
S_CS_BS_07A027,CS,BS,7,7A
S_CS_BS_07A028,CS,BS,7,7A
S_CS_BS_07A029,CS,BS,7,7A
S_CS_BS_07A030,CS,BS,7,7A
S_CS_BS_07A031,CS,BS,7,7A
S_CS_BS_07A032,CS,BS,7,7A
S_CS_BS_07A033,CS,BS,7,7A
S_CS_BS_07A034,CS,BS,7,7A
S_CS_BS_07A035,CS,BS,7,7A
S_CS_BS_07A036,CS,BS,7,7A
S_CS_BS_07A037,CS,BS,7,7A
S_CS_BS_07A038,CS,BS,7,7A
S_CS_BS_07A039,CS,BS,7,7A
S_CS_BS_07A040,CS,BS,7,7A
S_CS_BS_07A041,CS,BS,7,7A
S_CS_BS_07A042,CS,BS,7,7A
S_CS_BS_07A043,CS,BS,7,7A
S_CS_BS_07A044,CS,BS,7,7A
S_CS_BS_07A045,CS,BS,7,7A
S_CS_BS_07A046,CS,BS,7,7A
S_CS_BS_07A047,CS,BS,7,7A
S_CS_BS_07A048,CS,BS,7,7A
S_CS_BS_07B001,CS,BS,7,7B
S_CS_BS_07B002,CS,BS,7,7B
S_CS_BS_07B003,CS,BS,7,7B
S_CS_BS_07B004,CS,BS,7,7B
S_CS_BS_07B005,CS,BS,7,7B
S_CS_BS_07B006,CS,BS,7,7B
S_CS_BS_07B007,CS,BS,7,7B
S_CS_BS_07B008,CS,BS,7,7B
S_CS_BS_07B009,CS,BS,7,7B
S_CS_BS_07B010,CS,BS,7,7B
S_CS_BS_07B011,CS,BS,7,7B
S_CS_BS_07B012,CS,BS,7,7B
S_CS_BS_07B013,CS,BS,7,7B
S_CS_BS_07B014,CS,BS,7,7B
S_CS_BS_07B015,CS,BS,7,7B
S_CS_BS_07B016,CS,BS,7,7B
S_CS_BS_07B017,CS,BS,7,7B
S_CS_BS_07B018,CS,BS,7,7B
S_CS_BS_07B019,CS,BS,7,7B
S_CS_BS_07B020,CS,BS,7,7B
S_CS_BS_07B021,CS,BS,7,7B
S_CS_BS_07B022,CS,BS,7,7B
S_CS_BS_07B023,CS,BS,7,7B
S_CS_BS_07B024,CS,BS,7,7B
S_CS_BS_07B025,CS,BS,7,7B
S_CS_BS_07B026,CS,BS,7,7B
S_CS_BS_07B027,CS,BS,7,7B
S_CS_BS_07B028,CS,BS,7,7B
S_CS_BS_07B029,CS,BS,7,7B
S_CS_BS_07B030,CS,BS,7,7B
S_CS_BS_07B031,CS,BS,7,7B
S_CS_BS_07B032,CS,BS,7,7B
S_CS_BS_07B033,CS,BS,7,7B
S_CS_BS_07B034,CS,BS,7,7B
S_CS_BS_07B035,CS,BS,7,7B
S_CS_BS_07B036,CS,BS,7,7B
S_CS_BS_07B037,CS,BS,7,7B
S_CS_BS_07B038,CS,BS,7,7B
S_CS_BS_07B039,CS,BS,7,7B
S_CS_BS_07C001,CS,BS,7,7C
S_CS_BS_07C002,CS,BS,7,7C
S_CS_BS_07C003,CS,BS,7,7C
S_CS_BS_07C004,CS,BS,7,7C
S_CS_BS_07C005,CS,BS,7,7C
S_CS_BS_07C006,CS,BS,7,7C
S_CS_BS_07C007,CS,BS,7,7C
S_CS_BS_07C008,CS,BS,7,7C
S_CS_BS_07C009,CS,BS,7,7C
S_CS_BS_07C010,CS,BS,7,7C
S_CS_BS_07C011,CS,BS,7,7C
S_CS_BS_07C012,CS,BS,7,7C
S_CS_BS_07C013,CS,BS,7,7C
S_CS_BS_07C014,CS,BS,7,7C
S_CS_BS_07C015,CS,BS,7,7C
S_CS_BS_07C016,CS,BS,7,7C
S_CS_BS_07C017,CS,BS,7,7C
S_CS_BS_07C018,CS,BS,7,7C
S_CS_BS_07C019,CS,BS,7,7C
S_CS_BS_07C020,CS,BS,7,7C
S_CS_BS_07C021,CS,BS,7,7C
S_CS_BS_07C022,CS,BS,7,7C
S_CS_BS_07C023,CS,BS,7,7C
S_CS_BS_07C024,CS,BS,7,7C
S_CS_BS_07C025,CS,BS,7,7C
S_CS_BS_07C026,CS,BS,7,7C
S_CS_BS_07C027,CS,BS,7,7C
S_CS_BS_07C028,CS,BS,7,7C
S_CS_BS_07C029,CS,BS,7,7C
S_CS_BS_07C030,CS,BS,7,7C
S_CS_BS_07C031,CS,BS,7,7C
S_CS_BS_07C032,CS,BS,7,7C
S_CS_BS_07C033,CS,BS,7,7C
S_CS_BS_07C034,CS,BS,7,7C
S_CS_BS_07C035,CS,BS,7,7C
S_CS_BS_07C036,CS,BS,7,7C
S_CS_BS_07C037,CS,BS,7,7C
S_CS_BS_07C038,CS,BS,7,7C
S_CS_BS_07C039,CS,BS,7,7C
S_CS_BS_07C040,CS,BS,7,7C
S_CS_BS_07C041,CS,BS,7,7C
S_CS_BS_07C042,CS,BS,7,7C
S_CS_BS_08A001,CS,BS,8,8A
S_CS_BS_08A002,CS,BS,8,8A
S_CS_BS_08A003,CS,BS,8,8A
S_CS_BS_08A004,CS,BS,8,8A
S_CS_BS_08A005,CS,BS,8,8A
S_CS_BS_08A006,CS,BS,8,8A
S_CS_BS_08A007,CS,BS,8,8A
S_CS_BS_08A008,CS,BS,8,8A
S_CS_BS_08A009,CS,BS,8,8A
S_CS_BS_08A010,CS,BS,8,8A
S_CS_BS_08A011,CS,BS,8,8A
S_CS_BS_08A012,CS,BS,8,8A
S_CS_BS_08A013,CS,BS,8,8A
S_CS_BS_08A014,CS,BS,8,8A
S_CS_BS_08A015,CS,BS,8,8A
S_CS_BS_08A016,CS,BS,8,8A
S_CS_BS_08A017,CS,BS,8,8A
S_CS_BS_08A018,CS,BS,8,8A
S_CS_BS_08A019,CS,BS,8,8A
S_CS_BS_08A020,CS,BS,8,8A
S_CS_BS_08A021,CS,BS,8,8A
S_CS_BS_08A022,CS,BS,8,8A
S_CS_BS_08A023,CS,BS,8,8A
S_CS_BS_08A024,CS,BS,8,8A
S_CS_BS_08A025,CS,BS,8,8A
S_CS_BS_08A026,CS,BS,8,8A
S_CS_BS_08A027,CS,BS,8,8A
S_CS_BS_08A028,CS,BS,8,8A
S_CS_BS_08A029,CS,BS,8,8A
S_CS_BS_08A030,CS,BS,8,8A
S_CS_BS_08A031,CS,BS,8,8A
S_CS_BS_08A032,CS,BS,8,8A
S_CS_BS_08A033,CS,BS,8,8A
S_CS_BS_08A034,CS,BS,8,8A
S_CS_BS_08A035,CS,BS,8,8A
S_CS_BS_08A036,CS,BS,8,8A
S_CS_BS_08A037,CS,BS,8,8A
S_CS_BS_08A038,CS,BS,8,8A
S_CS_BS_08A039,CS,BS,8,8A
S_CS_BS_08A040,CS,BS,8,8A
S_CS_BS_08B001,CS,BS,8,8B
S_CS_BS_08B002,CS,BS,8,8B
S_CS_BS_08B003,CS,BS,8,8B
S_CS_BS_08B004,CS,BS,8,8B
S_CS_BS_08B005,CS,BS,8,8B
S_CS_BS_08B006,CS,BS,8,8B
S_CS_BS_08B007,CS,BS,8,8B
S_CS_BS_08B008,CS,BS,8,8B
S_CS_BS_08B009,CS,BS,8,8B
S_CS_BS_08B010,CS,BS,8,8B
S_CS_BS_08B011,CS,BS,8,8B
S_CS_BS_08B012,CS,BS,8,8B
S_CS_BS_08B013,CS,BS,8,8B
S_CS_BS_08B014,CS,BS,8,8B
S_CS_BS_08B015,CS,BS,8,8B
S_CS_BS_08B016,CS,BS,8,8B
S_CS_BS_08B017,CS,BS,8,8B
S_CS_BS_08B018,CS,BS,8,8B
S_CS_BS_08B019,CS,BS,8,8B
S_CS_BS_08B020,CS,BS,8,8B
S_CS_BS_08B021,CS,BS,8,8B
S_CS_BS_08B022,CS,BS,8,8B
S_CS_BS_08B023,CS,BS,8,8B
S_CS_BS_08B024,CS,BS,8,8B
S_CS_BS_08B025,CS,BS,8,8B
S_CS_BS_08B026,CS,BS,8,8B
S_CS_BS_08B027,CS,BS,8,8B
S_CS_BS_08B028,CS,BS,8,8B
S_CS_BS_08B029,CS,BS,8,8B
S_CS_BS_08B030,CS,BS,8,8B
S_CS_BS_08B031,CS,BS,8,8B
S_CS_BS_08B032,CS,BS,8,8B
S_CS_BS_08B033,CS,BS,8,8B
S_CS_BS_08B034,CS,BS,8,8B
S_CS_BS_08B035,CS,BS,8,8B
S_CS_BS_08B036,CS,BS,8,8B
S_CS_BS_08B037,CS,BS,8,8B
S_CS_BS_08B038,CS,BS,8,8B
S_CS_BS_08B039,CS,BS,8,8B
S_CS_BS_08B040,CS,BS,8,8B
S_CS_BS_08C001,CS,BS,8,8C
S_CS_BS_08C002,CS,BS,8,8C
S_CS_BS_08C003,CS,BS,8,8C
S_CS_BS_08C004,CS,BS,8,8C
S_CS_BS_08C005,CS,BS,8,8C
S_CS_BS_08C006,CS,BS,8,8C
S_CS_BS_08C007,CS,BS,8,8C
S_CS_BS_08C008,CS,BS,8,8C
S_CS_BS_08C009,CS,BS,8,8C
S_CS_BS_08C010,CS,BS,8,8C
S_CS_BS_08C011,CS,BS,8,8C
S_CS_BS_08C012,CS,BS,8,8C
S_CS_BS_08C013,CS,BS,8,8C
S_CS_BS_08C014,CS,BS,8,8C
S_CS_BS_08C015,CS,BS,8,8C
S_CS_BS_08C016,CS,BS,8,8C
S_CS_BS_08C017,CS,BS,8,8C
S_CS_BS_08C018,CS,BS,8,8C
S_CS_BS_08C019,CS,BS,8,8C
S_CS_BS_08C020,CS,BS,8,8C
S_CS_BS_08C021,CS,BS,8,8C
S_CS_BS_08C022,CS,BS,8,8C
S_CS_BS_08C023,CS,BS,8,8C
S_CS_BS_08C024,CS,BS,8,8C
S_CS_BS_08C025,CS,BS,8,8C
S_CS_BS_08C026,CS,BS,8,8C
S_CS_BS_08C027,CS,BS,8,8C
S_CS_BS_08C028,CS,BS,8,8C
S_CS_BS_08C029,CS,BS,8,8C
S_CS_BS_08C030,CS,BS,8,8C
S_CS_BS_08C031,CS,BS,8,8C
S_CS_BS_08C032,CS,BS,8,8C
S_CS_BS_08C033,CS,BS,8,8C
S_CS_BS_08C034,CS,BS,8,8C
S_CS_BS_08C035,CS,BS,8,8C
S_CS_BS_08C036,CS,BS,8,8C
S_CS_BS_08C037,CS,BS,8,8C
S_CS_BS_08C038,CS,BS,8,8C
S_CS_BS_08C039,CS,BS,8,8C
S_CS_BS_08C040,CS,BS,8,8C
S_CS_BS_08C041,CS,BS,8,8C
S_CS_BS_08C042,CS,BS,8,8C
S_CS_BS_08C043,CS,BS,8,8C
S_CS_BS_08C044,CS,BS,8,8C
S_CS_BS_08C045,CS,BS,8,8C
S_CS_BS_08C046,CS,BS,8,8C
S_CS_BS_08C047,CS,BS,8,8C
S_CS_BS_08C048,CS,BS,8,8C
S_SE_BS_01A001,SE,BS,1,1A
S_SE_BS_01A002,SE,BS,1,1A
S_SE_BS_01A003,SE,BS,1,1A
S_SE_BS_01A004,SE,BS,1,1A
S_SE_BS_01A005,SE,BS,1,1A
S_SE_BS_01A006,SE,BS,1,1A
S_SE_BS_01A007,SE,BS,1,1A
S_SE_BS_01A008,SE,BS,1,1A
S_SE_BS_01A009,SE,BS,1,1A
S_SE_BS_01A010,SE,BS,1,1A
S_SE_BS_01A011,SE,BS,1,1A
S_SE_BS_01A012,SE,BS,1,1A
S_SE_BS_01A013,SE,BS,1,1A
S_SE_BS_01A014,SE,BS,1,1A
S_SE_BS_01A015,SE,BS,1,1A
S_SE_BS_01A016,SE,BS,1,1A
S_SE_BS_01A017,SE,BS,1,1A
S_SE_BS_01A018,SE,BS,1,1A
S_SE_BS_01A019,SE,BS,1,1A
S_SE_BS_01A020,SE,BS,1,1A
S_SE_BS_01A021,SE,BS,1,1A
S_SE_BS_01A022,SE,BS,1,1A
S_SE_BS_01A023,SE,BS,1,1A
S_SE_BS_01A024,SE,BS,1,1A
S_SE_BS_01A025,SE,BS,1,1A
S_SE_BS_01A026,SE,BS,1,1A
S_SE_BS_01A027,SE,BS,1,1A
S_SE_BS_01A028,SE,BS,1,1A
S_SE_BS_01A029,SE,BS,1,1A
S_SE_BS_01A030,SE,BS,1,1A
S_SE_BS_01A031,SE,BS,1,1A
S_SE_BS_01A032,SE,BS,1,1A
S_SE_BS_01A033,SE,BS,1,1A
S_SE_BS_01A034,SE,BS,1,1A
S_SE_BS_01A035,SE,BS,1,1A
S_SE_BS_01B001,SE,BS,1,1B
S_SE_BS_01B002,SE,BS,1,1B
S_SE_BS_01B003,SE,BS,1,1B
S_SE_BS_01B004,SE,BS,1,1B
S_SE_BS_01B005,SE,BS,1,1B
S_SE_BS_01B006,SE,BS,1,1B
S_SE_BS_01B007,SE,BS,1,1B
S_SE_BS_01B008,SE,BS,1,1B
S_SE_BS_01B009,SE,BS,1,1B
S_SE_BS_01B010,SE,BS,1,1B
S_SE_BS_01B011,SE,BS,1,1B
S_SE_BS_01B012,SE,BS,1,1B
S_SE_BS_01B013,SE,BS,1,1B
S_SE_BS_01B014,SE,BS,1,1B
S_SE_BS_01B015,SE,BS,1,1B
S_SE_BS_01B016,SE,BS,1,1B
S_SE_BS_01B017,SE,BS,1,1B
S_SE_BS_01B018,SE,BS,1,1B
S_SE_BS_01B019,SE,BS,1,1B
S_SE_BS_01B020,SE,BS,1,1B
S_SE_BS_01B021,SE,BS,1,1B
S_SE_BS_01B022,SE,BS,1,1B
S_SE_BS_01B023,SE,BS,1,1B
S_SE_BS_01B024,SE,BS,1,1B
S_SE_BS_01B025,SE,BS,1,1B
S_SE_BS_01B026,SE,BS,1,1B
S_SE_BS_01B027,SE,BS,1,1B
S_SE_BS_01B028,SE,BS,1,1B
S_SE_BS_01B029,SE,BS,1,1B
S_SE_BS_01B030,SE,BS,1,1B
S_SE_BS_01B031,SE,BS,1,1B
S_SE_BS_01B032,SE,BS,1,1B
S_SE_BS_01B033,SE,BS,1,1B
S_SE_BS_01B034,SE,BS,1,1B
S_SE_BS_01B035,SE,BS,1,1B
S_SE_BS_01B036,SE,BS,1,1B
S_SE_BS_01B037,SE,BS,1,1B
S_SE_BS_01B038,SE,BS,1,1B
S_SE_BS_01B039,SE,BS,1,1B
S_SE_BS_01B040,SE,BS,1,1B
S_SE_BS_01C001,SE,BS,1,1C
S_SE_BS_01C002,SE,BS,1,1C
S_SE_BS_01C003,SE,BS,1,1C
S_SE_BS_01C004,SE,BS,1,1C
S_SE_BS_01C005,SE,BS,1,1C
S_SE_BS_01C006,SE,BS,1,1C
S_SE_BS_01C007,SE,BS,1,1C
S_SE_BS_01C008,SE,BS,1,1C
S_SE_BS_01C009,SE,BS,1,1C
S_SE_BS_01C010,SE,BS,1,1C
S_SE_BS_01C011,SE,BS,1,1C
S_SE_BS_01C012,SE,BS,1,1C
S_SE_BS_01C013,SE,BS,1,1C
S_SE_BS_01C014,SE,BS,1,1C
S_SE_BS_01C015,SE,BS,1,1C
S_SE_BS_01C016,SE,BS,1,1C
S_SE_BS_01C017,SE,BS,1,1C
S_SE_BS_01C018,SE,BS,1,1C
S_SE_BS_01C019,SE,BS,1,1C
S_SE_BS_01C020,SE,BS,1,1C
S_SE_BS_01C021,SE,BS,1,1C
S_SE_BS_01C022,SE,BS,1,1C
S_SE_BS_01C023,SE,BS,1,1C
S_SE_BS_01C024,SE,BS,1,1C
S_SE_BS_01C025,SE,BS,1,1C
S_SE_BS_01C026,SE,BS,1,1C
S_SE_BS_01C027,SE,BS,1,1C
S_SE_BS_01C028,SE,BS,1,1C
S_SE_BS_01C029,SE,BS,1,1C
S_SE_BS_01C030,SE,BS,1,1C
S_SE_BS_01C031,SE,BS,1,1C
S_SE_BS_01C032,SE,BS,1,1C
S_SE_BS_01C033,SE,BS,1,1C
S_SE_BS_01C034,SE,BS,1,1C
S_SE_BS_01C035,SE,BS,1,1C
S_SE_BS_01C036,SE,BS,1,1C
S_SE_BS_01C037,SE,BS,1,1C
S_SE_BS_01C038,SE,BS,1,1C
S_SE_BS_01C039,SE,BS,1,1C
S_SE_BS_01C040,SE,BS,1,1C
S_SE_BS_01C041,SE,BS,1,1C
S_SE_BS_01C042,SE,BS,1,1C
S_SE_BS_01C043,SE,BS,1,1C
S_SE_BS_01C044,SE,BS,1,1C
S_SE_BS_01C045,SE,BS,1,1C
S_SE_BS_02A001,SE,BS,2,2A
S_SE_BS_02A002,SE,BS,2,2A
S_SE_BS_02A003,SE,BS,2,2A
S_SE_BS_02A004,SE,BS,2,2A
S_SE_BS_02A005,SE,BS,2,2A
S_SE_BS_02A006,SE,BS,2,2A
S_SE_BS_02A007,SE,BS,2,2A
S_SE_BS_02A008,SE,BS,2,2A
S_SE_BS_02A009,SE,BS,2,2A
S_SE_BS_02A010,SE,BS,2,2A
S_SE_BS_02A011,SE,BS,2,2A
S_SE_BS_02A012,SE,BS,2,2A
S_SE_BS_02A013,SE,BS,2,2A
S_SE_BS_02A014,SE,BS,2,2A
S_SE_BS_02A015,SE,BS,2,2A
S_SE_BS_02A016,SE,BS,2,2A
S_SE_BS_02A017,SE,BS,2,2A
S_SE_BS_02A018,SE,BS,2,2A
S_SE_BS_02A019,SE,BS,2,2A
S_SE_BS_02A020,SE,BS,2,2A
S_SE_BS_02A021,SE,BS,2,2A
S_SE_BS_02A022,SE,BS,2,2A
S_SE_BS_02A023,SE,BS,2,2A
S_SE_BS_02A024,SE,BS,2,2A
S_SE_BS_02A025,SE,BS,2,2A
S_SE_BS_02A026,SE,BS,2,2A
S_SE_BS_02A027,SE,BS,2,2A
S_SE_BS_02A028,SE,BS,2,2A
S_SE_BS_02A029,SE,BS,2,2A
S_SE_BS_02A030,SE,BS,2,2A
S_SE_BS_02A031,SE,BS,2,2A
S_SE_BS_02A032,SE,BS,2,2A
S_SE_BS_02A033,SE,BS,2,2A
S_SE_BS_02A034,SE,BS,2,2A
S_SE_BS_02A035,SE,BS,2,2A
S_SE_BS_02A036,SE,BS,2,2A
S_SE_BS_02A037,SE,BS,2,2A
S_SE_BS_02A038,SE,BS,2,2A
S_SE_BS_02A039,SE,BS,2,2A
S_SE_BS_02A040,SE,BS,2,2A
S_SE_BS_02A041,SE,BS,2,2A
S_SE_BS_02A042,SE,BS,2,2A
S_SE_BS_02A043,SE,BS,2,2A
S_SE_BS_02A044,SE,BS,2,2A
S_SE_BS_02A045,SE,BS,2,2A
S_SE_BS_02A046,SE,BS,2,2A
S_SE_BS_02A047,SE,BS,2,2A
S_SE_BS_02A048,SE,BS,2,2A
S_SE_BS_02B001,SE,BS,2,2B
S_SE_BS_02B002,SE,BS,2,2B
S_SE_BS_02B003,SE,BS,2,2B
S_SE_BS_02B004,SE,BS,2,2B
S_SE_BS_02B005,SE,BS,2,2B
S_SE_BS_02B006,SE,BS,2,2B
S_SE_BS_02B007,SE,BS,2,2B
S_SE_BS_02B008,SE,BS,2,2B
S_SE_BS_02B009,SE,BS,2,2B
S_SE_BS_02B010,SE,BS,2,2B
S_SE_BS_02B011,SE,BS,2,2B
S_SE_BS_02B012,SE,BS,2,2B
S_SE_BS_02B013,SE,BS,2,2B
S_SE_BS_02B014,SE,BS,2,2B
S_SE_BS_02B015,SE,BS,2,2B
S_SE_BS_02B016,SE,BS,2,2B
S_SE_BS_02B017,SE,BS,2,2B
S_SE_BS_02B018,SE,BS,2,2B
S_SE_BS_02B019,SE,BS,2,2B
S_SE_BS_02B020,SE,BS,2,2B
S_SE_BS_02B021,SE,BS,2,2B
S_SE_BS_02B022,SE,BS,2,2B
S_SE_BS_02B023,SE,BS,2,2B
S_SE_BS_02B024,SE,BS,2,2B
S_SE_BS_02B025,SE,BS,2,2B
S_SE_BS_02B026,SE,BS,2,2B
S_SE_BS_02B027,SE,BS,2,2B
S_SE_BS_02B028,SE,BS,2,2B
S_SE_BS_02B029,SE,BS,2,2B
S_SE_BS_02B030,SE,BS,2,2B
S_SE_BS_02B031,SE,BS,2,2B
S_SE_BS_02B032,SE,BS,2,2B
S_SE_BS_02B033,SE,BS,2,2B
S_SE_BS_02B034,SE,BS,2,2B
S_SE_BS_02B035,SE,BS,2,2B
S_SE_BS_02B036,SE,BS,2,2B
S_SE_BS_02B037,SE,BS,2,2B
S_SE_BS_02B038,SE,BS,2,2B
S_SE_BS_02B039,SE,BS,2,2B
S_SE_BS_02B040,SE,BS,2,2B
S_SE_BS_02B041,SE,BS,2,2B
S_SE_BS_02B042,SE,BS,2,2B
S_SE_BS_02C001,SE,BS,2,2C
S_SE_BS_02C002,SE,BS,2,2C
S_SE_BS_02C003,SE,BS,2,2C
S_SE_BS_02C004,SE,BS,2,2C
S_SE_BS_02C005,SE,BS,2,2C
S_SE_BS_02C006,SE,BS,2,2C
S_SE_BS_02C007,SE,BS,2,2C
S_SE_BS_02C008,SE,BS,2,2C
S_SE_BS_02C009,SE,BS,2,2C
S_SE_BS_02C010,SE,BS,2,2C
S_SE_BS_02C011,SE,BS,2,2C
S_SE_BS_02C012,SE,BS,2,2C
S_SE_BS_02C013,SE,BS,2,2C
S_SE_BS_02C014,SE,BS,2,2C
S_SE_BS_02C015,SE,BS,2,2C
S_SE_BS_02C016,SE,BS,2,2C
